epoch;num_critics: 10 - eval/reward_mean;num_critics: 50 - eval/reward_mean;num_critics: 20 - eval/reward_mean;num_critics: 2 - eval/reward_mean;num_critics: 5 - eval/reward_mean;SAC-20;SAC-10
206;6830.869401098151;4495.889069951151;3335.146739775885;173.83941655191737;3939.7913857992407;7395.053023398852;4456.741205992949
207;6339.062804509433;4272.703647080934;2130.037445257528;-1.1299542929271866;4037.552478860537;7257.935873682445;4561.261115295638
208;7658.623089611819;4565.2098093696795;3728.338826225799;9.387886218179556;4194.314502753305;7481.975367088159;4435.384122358759
209;6355.50053603623;4376.138426301267;3621.1132426994363;562.6209041308796;4951.5454351047065;7550.361188828242;4715.563788837255
210;6472.167625022279;4403.882849580203;2284.08498398372;580.9635974008974;5068.593582483976;6711.584945873753;4653.52128437498
211;7409.062106695588;4402.547573323888;3368.7302512820934;505.81811410536267;4928.238761091384;7586.001665216718;4728.061228866227
212;7467.341851081442;4287.023390363151;3067.494252423492;725.4762819036796;4928.966996172579;7310.049778369741;4753.359933202396
213;6510.044024316329;4539.954526782352;3099.0576445988618;711.6772657154788;4979.292684228063;7530.439115338835;4813.173358495462
214;7684.507732093494;4385.357239455692;3930.5373305058006;274.68004412277753;5075.553841133342;6560.377948730997;4604.086381902541
215;7653.0758036295665;4354.88985959197;3420.5039780802604;337.1399415571943;4983.806962733358;7579.151594530784;4829.4326393140245
216;6623.377814686876;4369.429526140829;3232.6282353002634;196.1139740771578;4921.256921877741;7555.5481288940355;4742.719327593017
217;5504.221609296861;4301.737929752859;3012.744299017665;1542.5553532830702;4995.25111499824;7388.373587987126;4769.080406650848
218;7938.930604293261;4351.1650300238325;3732.1175719900143;278.79291392304646;5106.695678120368;7092.575242137211;4747.244648485057
219;7933.969589411892;4228.344656762043;3561.0227170383814;1013.7412523576573;4113.398800789625;6523.837157450266;4683.062381151127
220;7856.607961050827;4503.648376939757;3694.680428405759;869.6371500160142;5178.5916318405225;7159.476623138036;4852.81667116668
221;7987.220455778313;4268.084742571953;2706.762184973488;671.6362724670473;5104.703565870219;6266.973010571861;4503.900556133723
222;7855.656479575217;4252.864401229235;2761.2932202268066;1194.3658526866618;5229.063485077146;6997.762836937807;4684.564185322919
223;8132.382023540299;4441.00779229655;3336.4033932761276;863.2610799046545;5251.6513713260765;7372.765941950774;4542.953661372152
224;7364.915255879183;4562.843652474005;2821.2176239383152;282.6356814319596;4650.869620580337;7636.951410110397;4692.235469957777
225;7028.675402182166;4539.003917648634;3310.068731994533;490.9733244231684;5278.54003776769;7281.09020507409;4826.956934608797
226;8217.030221074881;4366.036968596343;3729.296022812756;346.5089200437236;4776.39592395135;7742.624823035975;4807.487213146957
227;7126.266871489221;4651.985062823967;3815.6568950372284;880.423260703507;5154.975400947981;7314.485527179703;5064.424731202803
228;7978.657202106204;4579.962263814799;3807.177643022643;679.2887666652757;5393.172815091311;7617.72324019481;4963.880839682254
229;7925.797570051494;4598.787209535678;3739.5763369204788;1549.264348941027;5237.597624931637;7590.957100817436;4671.479202534075
230;8047.915600648664;4520.923929093838;3798.6403453909998;1226.5255388497874;4716.156702394033;7583.764820074514;5137.148851048956
231;8135.054041381451;4539.96187930909;3221.7693223963443;1285.1462032947425;5614.707532554787;6593.7931290219185;5019.5601700081515
232;6913.103007028459;4550.00324574833;3043.485648822918;337.70476905251894;5344.667895136562;7656.987804667379;4952.787172113152
233;8394.360777157355;4560.231318256139;3715.997903203958;1516.8265663342631;5452.430656089893;7444.221588906774;4824.639764083862
234;8100.626517243613;4496.47454484996;3492.8394678739373;1368.23496860022;5398.797855178489;6181.973499174955;4774.137621603094
235;8343.032344008625;4502.890118836784;3830.5337566639;1074.9024042631204;5328.96703613303;7687.527948228778;4854.831937398461
236;8217.964210562342;4659.9311761445115;3783.173575695494;373.526281780107;5350.465578625697;7587.245936415912;5135.302274873457
237;8175.853230061625;4550.9772575391;3758.005341515394;2490.0513299063696;5655.623216950966;7837.827310715942;4949.240552396999
238;8449.312673213903;4443.333170053853;3768.5921728873955;1845.8820404437097;5506.622771890056;7661.646010112873;5032.570570199417
239;8382.961265776341;4337.019053027842;3726.8289474232843;1576.3657694038636;5545.630005347596;7932.716424307689;5155.705270212371
240;8083.356797163465;4653.934778618598;2788.788926091984;1382.3412475045666;5545.0712039189775;7766.901717979885;5041.298622177614
241;8397.82409490665;4434.292163249947;2980.441546814737;2508.512012105316;5605.547781802266;7642.739959440945;4999.7574929327875
242;6502.772664454495;4780.330009870836;3825.9627572472687;2506.190442423187;5654.362240641322;7472.359389259141;4902.793458822551
243;8406.538480681498;4685.922658899948;3934.255163082367;1261.0745472394512;5618.911802171824;8113.847880280909;4900.897689528722
244;8389.20270696237;4421.395980098799;2968.0672967765013;2191.028791940989;5711.947497609441;7660.248321458683;5240.640186780756
245;8025.372242736102;4623.06359693724;3897.887308522423;1879.009685817083;5702.607957735721;7727.503142849154;5096.947268767529
246;8714.275637893144;4606.0665954695;3796.2424195530157;1531.539539264923;5559.918951142301;7838.3167294213035;5090.158704660274
247;8368.607624633125;4610.312383270774;3592.3449918596243;4129.113048567802;5732.834618434532;7957.075560190696;4986.900338567521
248;8595.812281112609;4518.412448023247;3278.1825768986623;1387.3992020668848;5264.078798389001;7569.379479408987;5016.172887269115
249;8676.492415202827;4490.969493741254;3647.204765874928;1360.542867293167;5557.923020185916;7659.358152733861;5046.994473344464
250;8316.823066860485;4804.282146741809;3712.2438761232797;2188.8472075921354;5743.84895530141;7741.147640923725;4977.755169722918
251;8357.452446958354;4496.888591656025;3595.7799693396723;2066.4974399453868;5790.9082062391235;7813.154829555271;5019.624075974933
252;8456.704616640993;4646.315761251784;3047.028290675623;2177.4509927741465;5838.465639051183;7686.0590628859545;4907.158472404171
253;8716.957147348407;5034.995116781094;2868.6061788860798;2648.5538250272575;5624.795857635274;7980.985360325669;5089.4830552123285
254;8361.988911071265;4603.859515812705;3609.7189254103673;1540.4155345083643;5593.936801123578;7678.393517694552;5125.860864820902
255;8400.87285570626;4459.5232472021235;2950.669537119372;2616.496177666141;5910.480418999865;7803.632186125336;5174.6677055801565
256;8384.479515279216;4496.793307138564;3752.637254400698;1589.7767790826758;5697.2214933871055;7980.203824819279;5134.238404894478
257;8525.881313111668;4947.847569300118;3897.3213824739296;1302.0350331335073;5777.945554732125;7685.381809527015;4774.055449988806
258;8752.164618656952;4850.7309135586065;3811.659765828283;3609.487624128179;5923.079972115647;7882.162408431892;5113.52815771419
259;8466.464748681123;4753.944600669698;3821.211867872828;2495.79138935138;5919.146529357049;8038.206424755013;5364.069729004536
260;8394.440391230255;4643.214042292852;3930.885029800001;2139.098291579998;5921.365824099504;7781.393956303722;5110.410050216384
261;8806.362451251454;4863.804022564288;3553.419124485224;3188.6723920859026;6073.0257452595915;7942.142083448455;5184.584678993492
262;8366.569769288317;5048.677541455624;3725.37823944774;1632.494496007705;6017.1593943461485;8032.42485521392;5189.53557361221
263;7950.731094008585;4621.082827385787;3868.881343323824;1540.4964343134293;5851.590830099707;7665.701002324247;5284.402580350956
264;8569.932002632599;4699.386417039484;3758.8580471464884;2549.8657207135243;5923.102780220999;7789.256634156496;5060.524284255285
265;8479.314981446572;4846.267033570681;3772.928407727195;1644.540253035178;5919.871930116276;8055.592445956402;5062.917091911812
266;8551.93329760983;4834.251229402367;3936.4463482944093;3276.9175157302293;6018.626158524754;7956.533533598587;5070.5864809376935
267;8338.438316614405;4726.497734768949;3851.5247617174236;2505.1186399213043;6035.779144862778;7759.895761414462;5048.230326161009
268;8721.394833016053;4634.1311426348275;4054.182270777638;2552.4212819044506;6092.710983263854;7862.344709868627;4999.228597101278
269;8470.000565755454;4825.846898665393;2905.5942693436914;3477.596554970609;6107.345759039925;7965.403975351791;5193.5858310746535
270;8777.451885950586;4824.602079967078;3881.7596031366056;2384.2960409498255;6134.004668086187;7840.412644764326;5204.770042888047
271;8549.83222740552;4809.0523388588435;3809.429877242318;2646.973985839049;6152.136621614757;7877.124811664214;5096.648424060668
272;8322.588551716222;4890.607017357537;3671.359084344862;1592.9133443430862;6123.46360039634;7735.2094691358925;5197.378607794884
273;8725.044977520001;4766.003982807664;2974.4173918867637;1389.2599360923753;5815.799859008803;7960.0651648126295;5220.254054810913
274;8487.398067908804;4894.481134643428;3882.0400869020195;2826.2668409011267;6166.650937390935;7969.136210700485;5144.10534502572
275;8649.352107777144;4905.187522472076;3767.7232757682928;2982.440469621469;6031.913205195927;7920.172738648695;5153.070712436281
276;8534.811447880384;4731.291412358178;3657.6986968779115;2939.573776664439;6202.177535641444;8015.874456376432;5237.411876524433
277;8132.276620663009;4770.4784809555185;3817.268889390859;2760.4985063376257;6295.490807741384;8028.12403317146;5169.177817420332
278;8550.35804494598;4940.819370483728;3986.2581641661236;4457.917794265854;6312.429220039248;7894.4626588805495;5173.246905885161
279;8476.630210344865;4752.960198500006;2675.3044591318403;3594.4237918584067;6236.898529701146;8139.952207696481;5016.894684674074
280;8370.875752789902;4942.088140561739;4136.423052655761;4597.086231158561;6291.233206256798;8107.8392150857135;5385.228112140559
281;8284.307415716276;4793.151280445201;4149.422032121838;2734.2906160151542;6187.391047643288;8064.590537946567;5254.749398406382
282;8318.776119634029;4943.310272641947;3821.471528479303;5309.4064772006695;6307.0028778999085;7802.914286577044;5177.880723025975
283;7952.101818362651;4699.349343583819;3713.8460717608773;3722.206128797915;6309.41297670502;7971.47573117515;5355.018286955145
284;8580.903901758702;5102.55695548268;3931.5104897589736;1736.4228025293662;6298.355320212538;7924.555218160994;5303.9615232123915
285;8683.776604321538;4785.91514881906;3940.9392361278674;3711.207598531634;6179.971513419889;7871.118688393023;5127.918847913006
286;8601.575355667104;4834.3000491908515;4011.9655220392115;4670.517289668298;6497.356073594876;7920.383795944135;5124.6341372610395
287;8401.41607181521;4861.2224633408005;3991.2150567152303;2324.0579955208855;6228.428681086685;8043.100210582738;5456.902465992784
288;8584.151766140518;5053.605010492934;4001.2895196403892;4776.685907682924;6322.324573919678;7997.07513622253;5208.60046656357
289;8608.413744433445;4814.882344778791;4134.187115364424;1191.1295712282863;6158.157993726016;8202.87664547741;5088.010914331333
290;8471.610725193872;4825.318364275187;4128.938443268713;2676.5831319295735;6260.357117596339;7965.212425783556;5439.470265557172
291;8851.13652406613;4799.500533028206;3956.550958320604;3791.2083473516127;6362.984034287576;8260.753033813418;5566.398009292754
292;8495.6785214847;4832.251821635211;3935.872636970517;5123.059004105201;6456.377076451353;7717.855993035768;5186.136858053828
293;8537.107404600936;4985.317150054211;3938.741822336545;2286.449350145637;6281.196638972793;8014.66124775098;5482.936483494219
294;8756.18257147737;4815.897725770854;2912.3675255407993;5033.978342903372;6249.492456667516;7764.948329688856;5351.245409274756
295;8381.000403360329;5024.184562336541;3170.8107008527163;2805.4333510959486;6342.565355423983;7908.839087188304;5473.189022788799
296;8646.331520027401;4717.485623579124;4021.8147152722245;2573.131318838873;6432.81814356213;8062.433823931597;5153.629603898298
297;8520.697791582326;4821.484614962346;3967.1922543426977;5436.11833449513;6261.283785141684;7853.123597891758;5234.317999845784
298;8347.556578475638;4826.050753741076;4050.788331167627;4270.411845595319;6458.942689650937;7990.950837585127;5183.962452547532
299;8495.244852497233;4824.563567524749;3912.5653969108944;4347.721732167958;6264.221668601984;8002.216991573825;5552.508886387686
300;8624.584511888446;4765.611487054433;4150.037857414453;2896.7459462915535;6464.951640094776;7935.938780298973;5310.592716690114
301;8543.293280244729;5025.666853527192;4065.350003549555;4799.178367821396;6371.5365297624485;7452.678060826732;5292.414119275016
302;8512.068605564957;4892.782122479254;3867.9895789504103;5840.055112241171;6377.912851771232;7931.785576019327;5307.313170409549
303;8004.152430989869;4927.209097583605;3297.0382646514213;4451.624637743118;6340.648921467424;8213.341257151142;5124.7529480072535
304;8600.907947784448;5255.7287223708145;4120.831560012519;4137.170169619189;6469.016073840405;7703.558786272743;5326.681555617075
305;8408.327568654055;4970.280332072596;3245.9334250876573;3607.3818181076376;6303.064163821324;8005.479534135431;5401.7081982616455
306;8448.620023812573;4689.435264913239;4013.233353873188;2986.3296906289956;6413.486116587904;8020.924316935745;5367.316184183335
307;8533.40743119704;4969.544583549353;4024.5119821535554;5053.6750902444155;6491.330577861321;7925.373856454532;5349.052445270543
308;8088.047944963636;4858.2199567555635;3872.5402880352003;3371.3977743027594;6464.479186293793;8014.484668048545;5080.600905164688
309;8388.956822736815;4837.569856324844;4121.047184850703;6726.993148195061;6567.510009607577;8025.3241414134845;5646.348612992671
310;8640.425631411343;4798.361391156734;3992.212803721086;6831.259959803681;6407.056938090655;8153.238964365019;5573.136493232595
311;8287.593245442966;4812.247524997774;3984.927667998035;6988.799739377855;6360.720220361815;8230.628182451877;5377.043966528878
312;8383.107451804271;;3976.3967158024598;6229.859963204654;6545.024453629256;8151.084939330285;5362.88070231965
313;8630.498731457754;;4015.2506164199344;4725.761062443472;6496.677145622725;8231.554680446714;5428.788283995559
314;8755.414604117801;;4032.222537955701;6998.567582791757;6650.216544704355;8171.215104698515;5427.04456315333
315;8087.00190784656;;4002.4145663304434;4350.623662420588;6494.2380708887495;7823.784092064033;5433.965630857127
316;8362.55357514281;;4207.555193799341;7037.456689661975;6561.241690164452;7780.412134586031;5440.077820910896
317;8212.056297732986;;4132.377608418916;6629.117095568358;6496.618341409614;8005.286481408072;5257.244607892336
318;8512.588783037307;;3243.786814911914;1685.2727275151653;6524.152568564594;8113.050215740278;5456.8687420226615
319;8307.550366614358;;3987.457728172622;5390.27618202883;6479.470100590771;8169.977893910518;5481.41087797649
320;8523.704155838841;;3370.456598138409;6592.300254644484;6506.579557309877;8185.753128084095;5300.106604097395
321;8637.899658941766;;3776.8716236536648;4993.06258023517;6419.622420685924;8114.1717697746835;5359.501968921388
322;8495.673924774954;;3914.007154487425;5957.280045034527;6610.016742275815;7945.04820749676;5620.406708297522
323;8671.880873142198;;3323.7444999007375;4693.47838251507;6647.189119755265;8032.949999160837;5335.827290382405
324;8512.688095728805;;4040.1938947332137;5921.44543893004;6650.1517599075505;7883.940804448042;5318.303932323424
325;8578.534371056583;;3416.274333123377;4639.60475835652;6336.6129965319815;8242.054957929875;5214.351955967787
326;8580.572092729984;;3935.2325803789195;6829.860706887269;6519.512524603307;7808.503486209702;5529.009187863159
327;8780.225882709427;;3980.1632197418157;5525.738716133422;6600.553887456227;7973.1343313443385;5508.199032975141
328;8664.327742700032;;3873.222080133454;6594.444145508406;6564.841252551708;8137.286027855904;5309.183404863334
329;8203.93607257873;;4082.885452925498;4430.099736577405;6700.358844961606;7910.7767844884775;5363.563570632407
330;8376.489673019538;;3962.6186906093235;5606.503203076451;6494.695830954146;8026.657016067067;5589.4402496399725
331;8368.84155567389;;4136.319501584668;6920.378082800268;6609.694692972672;7857.926382592191;5609.113483942557
332;8423.834491789908;;4068.6438526138854;3929.6595357246783;6587.371498842322;8309.594044647003;5474.472301163349
333;8372.243968319992;;3812.0270950109975;4217.944350697386;6645.209602923415;8039.896825257614;5326.033068583781
334;8348.151565548455;;3230.0370444106634;5083.965363977564;6597.103339046169;8024.828416547059;5472.793963006397
335;8519.187721752123;;3809.3878255470763;2175.258328213098;6649.548813456352;8302.142873883815;5599.298057256415
336;8341.87118413477;;4102.605471756527;4715.490539808428;6573.52036526104;8566.753976595828;5523.099142988631
337;8597.747579128383;;3245.468123458132;4723.190970859889;6604.4340967671715;7750.196024234948;5618.866967294724
338;8335.41921090034;;4027.3201057846222;7612.848848221152;6716.064745858543;8340.588070045847;5413.347743894011
339;8614.02853130199;;3215.2994403275875;5361.81916389878;6678.95473094945;8281.273426566442;5526.076137996475
340;8600.460555050118;;3913.562247620186;2738.3598619166796;6567.464656612539;7875.694902382454;5453.660566823199
341;8370.652681733345;;4056.263133766138;4355.896693723152;6491.9331300064;7911.7827190150765;5294.66045591719
342;8342.168785731425;;3378.899945293239;6143.787442851433;6491.5669321478545;8120.158498832604;5422.502739557035
343;8376.140227133654;;3891.789087115346;6730.296831302689;6570.078425658272;8352.858320324745;5551.780263793502
344;8504.363958500053;;3922.2880406979857;3173.040403307256;6527.273673231863;8213.632042773475;5347.015083184313
345;8533.382780032432;;3326.5356652407704;7659.561340036578;6641.611210770349;8344.840193320353;5682.812571716238
346;8409.430701954112;;4023.271907630783;4768.105381029797;6526.325062449876;8170.370137241405;5690.746441811844
347;8419.284048139729;;3905.0633804319523;6725.748303465669;6490.941172239027;7885.338263883081;5627.8281690040185
348;8312.932760963216;;3907.3306164422256;5051.31223717238;6580.43229586175;8039.272414476599;5502.087554480239
349;8572.674991356645;;3119.468215715093;6107.126043328819;6550.959922090848;8016.434795657141;5670.062687934718
350;8393.093316121103;;3926.2184651711477;7256.403114287996;6529.94321706155;7981.7961204341755;5400.841883947237
351;8553.083224661093;;3865.6422119083427;3181.5028673097504;6535.06301573247;7799.494310062066;5573.634478523029
352;8347.440135377094;;3965.077664726955;4840.325880779701;6486.309988534683;8211.38619720441;5501.528845616211
353;8685.090005050177;;4038.8777643151016;5281.45155001175;6509.881476408937;7916.33962243638;5643.080046284827
354;8588.342777371832;;3053.7214685861522;7504.4858576202;6628.543723642404;8139.318199306322;5586.890698223367
355;8606.901745131421;;4144.70402275034;5829.916370929171;6803.182905134482;8418.574163066458;5471.958927789822
356;8257.874989919816;;3382.301922866552;6289.063291018145;6643.155435058694;8270.392472496722;5428.166456046342
357;8598.414304803719;;4224.418771870611;6852.783758313424;6546.766342437776;8019.203652172308;5424.506692423711
358;8452.804136211123;;4144.576030792596;7469.228831662377;6340.563444842728;8087.483867965007;5590.978850061052
359;8443.788685048767;;4135.4149651365515;5333.104976861649;6400.531596320655;8102.410850276659;5720.931108510645
360;8417.987550823145;;4115.354071816132;6904.779019717108;6654.165574286764;8278.000641323822;5671.097912013553
361;8487.744702584343;;4104.93273371498;6067.869613532242;6493.344888004053;8147.245816449249;5768.987287147853
362;8746.670371673214;;4182.527692268423;5454.345390256235;6671.20146130666;7953.611729858521;5331.759216805556
363;8563.56215396088;;4176.739486298626;4111.787912749843;6732.564146592765;8191.302345986225;5700.396578472728
364;8490.596858959882;;4044.5996549039946;4718.62967808217;6519.451213090142;8117.213525810372;5727.251263070309
365;8443.519464100447;;4234.551703941781;6157.902101889862;6682.592441941848;7912.702624383861;5681.257838282053
366;8562.258983443211;;4060.95826223763;5347.623091481681;6643.986186237171;8006.965223277208;5880.276037044807
367;8477.99010199538;;3953.823863628522;7786.670174801543;6529.318443646339;7997.881265220551;5771.86701712785
368;8331.027709368052;;3993.2654785385516;7408.52856605199;6677.782142592298;8345.010489800106;5540.123611252822
369;8454.361865654715;;4121.786512749999;6905.220843391493;6662.636218135842;7855.316239467177;5828.499087753922
370;8445.53415985118;;3993.202371190334;6367.2345198898665;6502.903801285462;8243.888133240242;5478.921735817291
371;8514.15493884563;;4005.6017057993763;4932.094983282523;6662.646499193173;8411.985622596936;5525.220135097642
372;8401.477288229475;;3999.567077871853;5609.057774635223;6761.565062707089;8078.728371920444;5769.197268260925
373;8735.10262163839;;3956.3995424582536;7756.212326788048;6651.593962624351;8371.344784506942;5809.15138191882
374;8382.071620069159;;4004.208030921919;5488.177944593482;6723.2776012462955;8250.255074804669;5789.943841663898
375;8445.550496343922;;3960.248078934761;7706.962578131749;6582.461353835664;8061.696448504484;5501.007513456987
376;8598.774433950613;;2281.4308170426816;6471.534755919639;6585.890670994681;8068.628707655941;5442.617069130509
377;8447.730540460969;;3997.261442685964;5739.1326604334345;6571.751075624653;8104.798164763284;5612.858061331621
378;8396.15057647412;;4089.7953718438707;7711.696875581259;6594.2628971959475;8142.162784707182;5919.047108054927
379;8490.111636959722;;4130.376578649446;7463.960137842955;6607.174201146001;8406.576735986919;5700.884828496385
380;8482.893953549948;;3184.593253101032;5850.0676789308145;6567.959742083635;8210.383922898198;5467.2803270597815
381;8342.531499891043;;3938.162367194801;5700.016404510651;6717.274091071032;8114.412538042478;5617.697210891552
382;8594.60719928601;;3187.4555849836943;8012.404961576067;6720.079560346918;8054.046003079093;5793.98913407734
383;8614.914053723474;;3915.5628340894737;6035.7856593831475;6500.98559270564;8033.776660572221;5618.09634331812
384;8604.511916693622;;4090.2034959207413;6729.527468280289;6563.008814905631;7891.441365056955;5555.790566545946
385;8609.789191910046;;4056.1260020391783;3538.156545861755;6599.471401544127;8221.665054305437;5882.052164848232
386;8501.543197488196;;4015.926037335567;7123.779383122208;6678.12610972331;8145.775614535536;5787.413451155732
387;8624.760201087589;;4017.42131096331;6953.824102541823;6642.073948371151;7919.248239906714;5974.940180103777
388;8500.92543668666;;4188.366705403645;5062.6376611792775;6631.930957732202;8225.045333202515;5747.342459093423
389;8527.895149201644;;4032.621199747701;4512.289842652656;6579.753164126762;8288.501567744675;5974.296785159093
390;8743.360543940751;;3938.84339413764;5463.430167897394;6485.903975102534;8093.277797369092;5788.168263621355
391;8277.58664865058;;3988.571641815589;6225.046258594654;6582.122262767661;8248.241321399213;5785.274818295162
392;8421.132577393662;;4303.794797784956;6491.597444569318;6842.55244018736;8180.866563590462;6018.227256509116
393;8527.251210266966;;3951.4758024590637;6232.391360846413;6550.347796761595;8123.847248600288;5943.530878079131
394;8724.442376214687;;4349.821580126819;7730.722994618924;6601.291958336581;8038.822728679782;5778.275602036312
395;8412.044887537602;;4201.294670464724;7443.734953049442;6786.395229223468;7998.990639591515;5992.358838996127
396;8527.251175183857;;4216.91991689762;6156.411097544215;6577.730139169984;8370.28076387013;5575.600447838015
397;8662.69264679511;;4186.1088769494945;6482.422221175777;6685.437291472568;8056.808146797468;5843.8454701609235
398;8860.156560154215;;4006.0083528721216;6366.111182911687;6586.315231365228;8168.524614787643;5924.592755993966
399;8536.241124332684;;4087.681122469313;7032.334817002452;6725.736117700939;8222.203050914812;5804.658246781355
400;8687.176992157074;;;;9069.616464599882;8169.219298570558;5820.50300628655
401;8568.157328096519;;;;8919.473742983278;8111.476589668293;5798.720141687161
402;8278.933048431423;;;;8797.91243288994;8060.785196309114;6060.488520240961
403;8532.334189925408;;;;8747.086341435703;8115.355489710836;5755.008040037684
404;8539.296888776726;;;;8961.576729794075;8252.621567114295;5610.496435547231
405;8585.707001055309;;;;8849.696900422092;8152.126646099688;5834.889780446857
406;8589.070839788252;;;;8884.332645377;7866.629961283504;5910.701940307621
407;8592.050519720518;;;;8968.68927143668;8018.0325777861;5744.507698554384
408;8684.843174693657;;;;8906.09621668709;8080.525189924781;5913.718347399989
409;8639.829314640552;;;;8790.060148731225;8139.795801849779;5795.787225250375
410;8375.422031223141;;;;9037.909706665592;8246.867187202879;5978.506793411221
411;8450.501420032733;;;;8925.988786182263;8271.199208136075;5874.579706010918
412;8539.044236361407;;;;8741.30547237215;8265.871423901237;5971.188654789923
413;8654.598587723762;;;;8856.820981791689;8266.835895269693;5862.255220810334
414;8670.125847525973;;;;9123.670246007388;8230.270111950094;5790.575834254312
415;8769.61491295984;;;;8811.849064660888;8063.171394315565;5779.566342937776
416;8497.947333822245;;;;8937.002910284682;8367.218246810622;5988.500331290453
417;8504.309188860634;;;;9020.766529414952;8322.675537826717;6117.015852995055
418;8549.359283082773;;;;9095.728436681782;8342.14406695213;6051.914777047439
419;8553.109194399052;;;;9018.141017739059;7848.708620190462;6122.710016690061
420;8688.928173233853;;;;8861.746784934603;8003.909584142311;5842.215191963586
421;8613.46226834137;;;;9074.828201723292;8482.631823657248;6087.029761876593
422;8595.73218404924;;;;9124.885553022785;8115.563344837146;5799.354233526925
423;8681.978995707113;;;;9107.799249921558;8281.714571057946;5915.188908539805
424;8544.498086151118;;;;9062.110677674362;8346.55551424187;5863.182985183781
425;8592.063327901538;;;;8843.621057933366;8260.609359737902;5922.676573675917
426;8542.655477356648;;;;8938.359681006885;8163.183256871719;5875.468585562194
427;8556.315709505194;;;;8911.08808920949;8121.477678023504;5838.3727653697815
428;8511.33228576238;;;;8788.590921220242;8051.71081679473;6028.797388802392
429;8552.812992565785;;;;9004.666474865753;8035.116269322374;6023.579264056774
430;8612.01399935431;;;;9179.958570908722;7963.313772687825;6018.679286246615
431;8712.618380209376;;;;9139.096923287638;8246.787585144008;5884.817225449745
432;8657.46889744659;;;;9014.188437516474;8050.632900805863;5944.206343770313
433;8547.017712446464;;;;8939.677077203727;8083.288179330348;5874.719980360814
434;8673.080134383174;;;;9094.973505250426;8066.73862413152;5735.122425419412
435;8554.563460614394;;;;8986.022942433357;8103.493256609164;5780.451769745328
436;8848.183966154607;;;;9416.798219414799;8431.778056721825;5814.412247376263
437;8655.463949550653;;;;;8339.013280933545;6104.631802831775
438;8827.941550820686;;;;;8415.59864841068;5923.105223807823
439;8700.616164879983;;;;;8127.686636204393;6251.436799638569
440;8611.73091841627;;;;;8207.698560240422;5946.036328123798
441;8653.139928267552;;;;;8341.111893392575;6090.765760855977
442;8865.147484764757;;;;;8031.083276336346;5890.084817981542
443;8715.53643475875;;;;;8089.801014876262;5860.889766667092
444;8627.882191829813;;;;;8243.314412814841;5903.220142848548
445;8568.989464303659;;;;;8328.06336923409;6090.200900755626
446;8576.655164017982;;;;;8358.044701760307;5929.319673251519
447;8688.954612006844;;;;;8353.26513005538;6140.281856300289
448;8678.324436586769;;;;;8307.68886193662;5890.885258836169
449;8603.61025399949;;;;;8529.433139381643;5884.833521545717
450;8614.580395314755;;;;;8207.595769118303;5943.138679772164
451;8733.207221352332;;;;;8410.46110636199;6014.926177485928
452;8630.878298083615;;;;;8444.51920915388;5993.909114344895
453;8555.037994558452;;;;;8233.517564996782;5943.328967507494
454;9001.740921284712;;;;;8064.133549090754;6070.818605749645
455;8869.106456015525;;;;;8193.650171697283;5936.598682885
456;8673.581872145947;;;;;8075.444300890599;6205.23584873669
457;8775.60070619344;;;;;8174.221580779309;5864.499744448396
458;8872.555469600278;;;;;8140.906160734424;6030.045098394084
459;8535.247662667143;;;;;8177.047295910199;6161.49379918112
460;8654.440678476916;;;;;8142.452381339518;6102.563724176364
461;8606.079818058948;;;;;8356.189905339825;6140.927553005544
462;8574.738885243762;;;;;7970.588695914083;5879.9587194055475
463;8724.225873561825;;;;;8395.985711059631;5899.774163224661
464;8749.288882698173;;;;;8105.823174333555;6013.036206597104
465;8830.910067468332;;;;;8100.799748823831;5835.170525583766
466;8821.259988795558;;;;;8285.543095416435;5961.856748246675
467;8639.102767836988;;;;;8487.921651718301;6109.910610105357
468;8619.61651007552;;;;;8396.33912027446;5807.178929904914
469;8975.854835252205;;;;;8358.310962121792;6102.351674084275
470;8785.527255037116;;;;;8244.736448917465;6051.959223289924
471;8681.13782487361;;;;;8402.083876419856;6199.931664722431
472;8692.999879522566;;;;;8427.991956945285;5956.589375919239
473;8939.561553304165;;;;;8147.347263271193;5846.8362239454855
474;8712.660476150937;;;;;8248.53440403621;5841.956920184919
475;8844.328877139871;;;;;8356.22136757791;6048.382570044336
476;8840.571688018339;;;;;8531.218169632548;6146.826314601566
477;8785.88343991545;;;;;8526.880946810434;5722.519136824807
478;8830.454994308091;;;;;8422.697534339368;6096.784931281703
479;8614.17928820047;;;;;8398.38987135484;6105.785744596424
480;8823.255878887192;;;;;8249.455020850808;6231.5205148549285
481;8856.497210604972;;;;;8322.80441076316;6012.73636514873
482;8859.967876068109;;;;;8412.90195744419;6111.5428699021795
483;8771.501819518675;;;;;8331.27812784374;6317.842653393638
484;8790.473442653722;;;;;8004.277163305295;6128.743354182001
485;8704.303458491855;;;;;8272.575408727687;6090.347573838512
486;8883.270906588845;;;;;8310.831982959298;6061.164084564913
487;8943.709422353128;;;;;8448.070080816744;6031.814372037942
488;9056.515367708762;;;;;8391.298903311212;5807.09120081547
489;8961.348900060819;;;;;8432.270267844455;5910.848608341385
490;9017.456969075007;;;;;8226.883024149234;6100.339782432562
491;8821.228433640159;;;;;8500.987120931333;5830.667065459689
