epoch,critic_reduction: mean-8 - eval/reward_mean,critic_reduction: mean-4 - eval/reward_mean,critic_reduction: mean-2 - eval/reward_mean,critic_reduction: mean-1 - eval/reward_mean,critic_reduction: mean-0.5 - eval/reward_mean,critic_reduction: mean - eval/reward_mean,critic_reduction: edac-halfcheetah-full-replay-230318-212450 - eval/reward_mean
274,-603.5219724,3831.508133,4103.483509,4516.374787,905.7968386,-600.0371967,8501.793741
275,-603.0847455,3791.58997,3846.225634,2908.838037,2848.92011,-599.9668743,8272.23644
276,-602.5753742,3890.145252,3661.162557,3828.320608,2153.515709,-599.8627577,8514.209819
277,-602.7660586,3983.554212,3943.465674,2446.208274,1942.821517,-598.4797525,8607.427404
278,-603.6818318,3894.498978,1857.731605,2192.587028,3771.842711,-599.8520674,8730.359462
279,-602.5932561,3827.552329,2770.924386,2186.061131,1840.44999,-599.8258419,8646.24473
280,-603.4620156,3862.751351,3172.185684,2678.325992,1522.737445,-599.7766398,8719.715061
281,-602.7480693,3919.017467,4349.874399,3738.87923,1957.387361,-599.2839896,8455.764628
282,-602.7634697,4021.340277,3128.82753,3581.509442,2295.171997,-600.6119897,8592.665479
283,-603.0540031,3937.312393,4044.88824,3696.611554,2887.605708,-599.719278,8681.51356
284,-602.0480136,3818.000596,2748.355706,1719.077112,3164.624522,-598.950463,8778.710044
285,-603.2282268,3852.295377,3617.325975,2895.406432,3048.117545,-597.9031608,8507.64765
286,-603.4313516,4163.606238,1745.904297,3051.058186,2129.404595,-599.8596372,8831.105909
287,-603.0491332,3794.522404,3548.870731,3095.143527,2098.791685,-600.0703993,8662.334958
288,-602.4638606,3938.752481,2679.325228,4342.279363,2916.470419,-598.5456907,8705.896667
289,-602.0529015,3919.475672,3411.729414,3709.919121,3267.090752,-598.8528316,8396.840315
290,-601.8944849,3854.378367,3723.850582,3049.702319,2700.696768,-599.5222891,8666.335868
291,-602.6062029,3970.672028,3631.941576,2485.554235,664.6105506,-598.8809797,8755.29604
292,-602.7260217,4038.788916,4219.613377,1858.601435,2958.653892,-598.0844937,8873.965237
293,-602.8720409,3997.796106,3106.97951,2046.975953,3089.173942,-600.7730975,8564.597172
294,-603.118715,3904.40137,3553.248597,3100.510298,3552.826555,-600.6594807,8594.583544
295,-602.0808814,3962.895589,2200.973208,3652.682983,2182.21872,-599.0005194,8722.235122
296,-603.0784618,4183.060734,4249.621833,3914.287214,2331.420502,-599.2559495,8682.575553
297,-603.5015639,3959.065335,4123.304892,4389.232842,4163.03957,-599.0867137,8563.502235
298,-603.8982627,4296.210395,4075.43996,2972.470431,1626.642037,-598.4353967,8621.674984
299,-602.2486423,3782.978114,3808.89402,2535.085931,1930.555012,-600.3424372,8745.465223
300,-603.1383772,4233.659695,3946.419538,1671.001574,4627.537069,-599.1383359,8696.243585
301,-604.6440477,4080.797109,4156.737501,3255.813723,1967.406402,-600.7347,8662.275951
302,-603.9406518,4178.069334,3603.57831,3616.643546,2887.897138,-599.1698859,8577.75637
303,-602.2350347,4105.873445,4015.003229,3974.585391,2508.404983,-598.298245,8575.424398
304,-602.4664553,4227.089411,3881.705716,2365.246948,2939.964449,-598.1357727,8710.942736
305,-602.7629033,4062.108827,4359.083119,1469.598363,3201.654479,-599.074038,8544.019501
306,-602.9133336,4256.727852,2053.825367,2720.859039,2697.267999,-599.2563183,8570.244381
307,-603.5305088,4268.84713,3533.86469,3270.603869,2853.865619,-599.4523801,8713.814025
308,-603.0674101,4154.819602,4321.285828,4337.81856,3787.25818,-599.3164773,8774.13877
309,-602.7480808,4183.315928,4575.138223,3515.192074,3112.366636,-599.3065995,8951.704091
310,-602.4002155,4069.450609,3366.44069,3812.158617,3282.984568,-598.4929482,8744.663267
311,-602.7699552,4132.382282,4444.089058,2594.283568,1781.342654,-599.3555463,8589.058159
312,-603.5881203,4212.771046,4228.701041,3014.843742,3691.591447,-599.3512847,8877.277862
313,-602.3817818,4168.315289,4254.324768,2937.689073,4024.50543,-599.3981599,8825.039003
314,-602.3713864,4356.132363,3836.793426,2620.315415,2004.191936,-599.343396,8944.300726
315,-601.8510499,4159.243975,3424.886784,4106.468034,2281.143778,-600.1040907,8829.232167
316,-601.8613022,4176.462229,3622.498403,3149.093089,4015.278943,-600.5474447,8946.021151
317,-602.4818184,4139.911537,4301.47941,3689.454047,2304.549688,-600.0399233,8853.325146
318,-603.1551796,4090.285073,4068.016956,3023.613913,2816.414047,-600.7369715,8958.020065
319,-603.8307212,4196.777238,4247.321735,2769.138822,2662.980573,-599.8762364,8762.162963
320,-603.5454471,4221.702937,4330.783993,4343.209272,3575.057415,-599.8362116,8791.456178
321,-602.3465164,3996.688409,4059.877541,2945.259652,1425.964676,-598.6686486,8842.556432
322,-603.185152,4241.797088,4144.275302,3433.064342,3399.609497,-600.2770376,8978.236397
323,-602.4933197,4345.445335,3871.793067,2990.174404,2659.865434,-600.541282,8948.932904
324,-604.2670951,4391.426802,3517.741017,2671.51016,2921.314437,-599.537562,8908.876718
325,-602.3592998,4207.700695,3366.995606,4064.358217,3614.705309,-600.1162811,8465.525298
326,-603.4736233,4072.906957,3721.441213,3641.167875,3950.789291,-600.3819777,8966.118092
327,-604.4258038,4300.975116,4439.358923,1945.158798,2644.265915,-600.1561756,8900.132659
328,-603.5961975,4324.734578,4085.521242,3858.13193,3157.353039,-600.2082858,8804.947927
329,-605.876507,4492.402536,4511.054597,2938.480663,3518.605985,-598.5625656,8908.315154
330,-603.6818236,4207.97706,4289.054364,3951.466721,3983.503232,-600.2499393,8781.414602
331,-603.0569798,4240.95761,3236.426403,3226.46047,2070.756548,-599.5101284,8978.431776
332,-606.4138868,4230.418122,4288.733312,3220.084246,1962.622732,-600.77532,8944.324875
333,-604.9973165,4328.932904,3731.963479,2877.994163,2379.368927,-599.9616717,8961.486302
334,-607.4425065,4371.134439,3252.916768,3575.620153,2411.144064,-600.8289714,8823.072239
335,-606.2484274,4362.455504,3327.725781,3872.42655,2469.147291,-599.9465695,8936.642123
336,-606.2738417,4231.814276,3837.833087,2862.267948,849.187412,-600.5033487,8915.226455
337,-608.0074166,4360.35783,4273.001699,4403.50647,2745.794497,-599.6326879,8848.510364
338,-609.3976944,4379.948547,4367.604873,1862.387854,3526.219175,-599.8410035,9052.180945
339,-611.4800037,4323.647915,3840.021758,3346.706448,3142.896888,-599.5916894,9034.261547
340,-608.4412399,4327.198043,2627.928023,4962.048638,3059.061174,-599.3427877,8807.73127
341,-605.6539503,4137.487171,4460.558783,2318.345366,4672.988967,-600.2023891,8846.379089
342,-610.1921827,4341.255857,4313.703927,3907.882224,3200.268091,-600.6295429,8641.878007
343,-610.4724109,4193.656972,4787.974959,4093.148976,1978.50416,-600.2871216,8946.499879
344,-608.7273953,4341.026428,4181.043416,4080.12393,2918.764854,-599.3582279,8713.520918
345,-609.7085058,4289.589973,4152.781677,2522.941931,3636.529971,-600.3297789,8993.632448
346,-609.5013494,4180.672946,4031.932205,3888.323121,2280.242641,-600.1855179,8871.977179
347,-605.2518715,4269.005579,2791.448937,3638.345187,2645.495369,-599.8339931,8712.876766
348,-606.7747935,4269.420961,4424.017468,3649.512671,4113.10809,-599.6675265,8891.443631
349,-608.7580592,4278.692834,3046.528166,3706.012859,2027.165281,-600.3072717,8823.22701
350,-607.3544243,4168.794291,4506.20212,3508.46563,4728.044991,-599.4448191,8891.092143
351,-607.6270982,4280.844399,3298.329385,3964.072547,3626.404395,-599.0855105,8789.281633
352,-607.5739226,4263.881776,4513.035332,2411.677175,3915.202619,-600.101503,8708.738201
353,-603.6187237,4106.326107,4358.7666,3879.776655,3598.586178,-600.652343,8913.436846
354,-607.627392,4291.055812,3523.430022,4081.896633,3242.789114,-599.571985,8966.031636
355,-608.0644848,4500.93657,3685.858823,4155.004834,3768.59489,-598.3062245,9105.42924
356,-608.9763321,4253.844659,4531.01664,3498.462741,3755.634197,-599.9051825,9032.466211
357,-608.547811,4328.067071,4349.610299,2646.109582,3607.577283,-599.0044574,8765.465614
358,-609.162415,3969.046207,3266.694742,3315.362797,3979.776067,-600.0798508,8712.080682
359,-601.9289044,4391.311388,4256.087145,4070.450451,3152.35228,-599.8469632,8409.751805
360,-606.5998411,4298.270141,3773.023775,3673.332744,3412.458718,-599.5111281,9010.061007
361,-604.7121067,4289.91992,3231.62167,4366.592236,4305.178534,-599.9773154,8696.769856
362,-602.4916725,4314.508768,3924.465914,2921.447338,3527.714505,-600.8662898,9027.894155
363,-599.6533482,4521.479313,4572.863082,3926.234668,4018.321613,-599.0198415,8943.64898
364,-601.752918,4293.935563,4503.485525,4348.909871,2880.937152,-599.9974484,8744.966863
365,-599.0285649,4297.265112,4760.1237,3604.182021,3673.614483,-600.6413691,9067.919772
366,-597.2179224,4428.255022,4019.799693,3063.455429,2535.567107,-600.3512722,8859.717351
367,-593.0741385,4325.078636,4481.64639,3719.589814,1809.183502,-599.5643135,8733.558251
368,-588.9832545,4435.469361,2655.84544,3258.804035,1336.029187,-598.1403157,8920.094925
369,-588.8291897,4289.80032,4586.496793,2470.290471,2412.807924,-600.3634688,9035.472116
370,-594.5364186,4131.125844,4469.113349,3715.067312,3272.47417,-599.7475635,8874.681758
371,-590.7074188,4410.784217,3705.010896,5066.536274,3565.227105,-600.3173375,8914.508781
372,-596.2941832,4529.022297,4129.500005,2338.35791,3485.939835,-600.1861138,8994.107828
373,-594.2954261,4136.052576,3945.15713,4292.593168,3912.387044,-599.8922086,9167.135349
374,-593.1054484,4491.43504,4417.909814,4551.352841,3738.894169,-599.2574865,8955.120162
375,-590.6266055,4435.889948,4540.577468,3151.499476,4401.107065,-599.9691743,8729.03276
376,-592.9473931,4329.971323,3675.568989,3220.101657,4518.948315,-599.4584163,8841.810019
377,-594.4295158,4218.409353,4517.860084,3937.888575,3654.097372,-599.4231319,8925.092798
378,-598.7178459,4492.372911,4558.545575,4274.443113,3845.718691,-599.3548317,8696.152883
379,-591.3385918,4322.68593,2423.393398,5183.27075,3136.620523,-600.2292175,8891.662472
380,-589.8680008,4296.754012,4765.79506,3892.915602,1648.167179,-599.710974,8839.165472
381,-597.5919154,4442.514958,3528.337629,4187.534274,4761.948935,-600.2133649,8992.033224
382,-593.1131289,4518.721968,3718.273972,3137.120239,4478.282663,-599.9550557,8921.437152
383,-599.6850317,4147.250374,4462.910572,3917.118203,2600.890438,-599.8038539,8854.720812
384,-594.9254501,4199.094644,1714.14826,4757.090303,3538.467349,-599.7748738,8926.922986
385,-593.0598143,4262.582418,4913.067304,4683.306328,2740.282316,-599.1730836,8936.360385
386,-595.6185106,4303.044761,4198.416409,4341.324763,4345.295402,-600.5561932,9053.207459
387,-589.2352727,4277.806959,4641.001364,3930.48311,3866.26266,-598.9925717,9006.340938
388,-590.4457054,4133.464692,4098.188184,3470.642499,4123.289288,-599.9695759,9130.397223
389,-589.4520619,4136.05879,4618.286985,4558.540836,3763.088206,-599.5671171,9023.447538
390,-590.854972,3990.313733,4731.942675,5288.033983,4010.473081,-599.7363316,8981.494217
391,-592.7139574,4313.742683,4529.617908,2839.434947,3635.087954,-599.753785,8850.501842
392,-591.705311,4512.833249,3860.119708,4455.728863,4673.433634,-599.9606806,9172.271631
393,-589.8129588,4105.269621,4255.773155,4547.027764,3207.763932,-599.7453117,8995.425973
394,-591.6876778,4184.062776,3134.212569,5132.082983,3964.867521,-599.6305024,9018.521141
395,-587.69541,4403.776891,4655.364765,5151.844517,3239.448179,-598.413762,9169.013568
396,-588.9453406,4155.620246,4767.972092,3902.173343,4143.04721,-599.4845095,8999.840032
397,-585.7771548,4439.267909,4262.848585,3416.221902,3802.465588,-599.7777434,8931.606674
398,-586.3452979,4272.140137,3130.324596,4951.902092,4401.844392,-600.2698076,8900.490326
399,-590.7630262,4435.870153,3746.304211,4586.031717,2744.192528,-600.1720066,9015.602083
