epoch;env: halfcheetah-full-replay - eval/reward_mean;env: halfcheetah-expert - eval/reward_mean;env: halfcheetah-medium-v2 - eval/reward_mean
496;8783.562220212672;-706.5320875112534;7030.93283764098
497;8825.214191132114;-666.229410663095;6817.54754454123
498;8758.852125011352;-663.1965135111207;6609.895662993872
499;8772.85253538089;-730.7334094295846;6951.714139286123
500;;-624.3611295477263;6832.687748655524
501;;-569.2565467591326;6860.963243784334
502;;-565.3171687961267;6912.0976882665345
503;;-633.8986126768523;6943.897270760756
504;;-708.6734057300104;6651.864089088408
505;;-643.6752539166257;6843.8463477235955
506;;-613.0925361007432;6841.730827486756
507;;-669.9661246806443;6862.167605956781
508;;-609.6407172749459;6988.215511493676
509;;-702.6991006699836;6932.619030627194
510;;-539.6724321115;7023.944523485101
511;;-633.0302531850386;6646.11954829973
512;;-681.913613162439;6664.12689154812
513;;-715.3974442031896;7063.820189713314
514;;-608.825903678714;6821.372499712062
515;;-653.7756063204416;6881.085731444562
516;;-561.0599324785683;6697.517187127615
517;;-586.4150234170766;6778.8876367478315
518;;-447.274790440226;6941.246623989823
519;;-631.1968371545067;7004.194957587928
520;;-535.9428189003747;6951.087658695125
521;;-575.1158474622467;7044.007776753713
522;;-634.4953337613794;6986.373363086296
523;;-582.0422957581486;6620.39664520056
524;;-647.5424562711676;7038.02484063231
525;;-607.8295702702651;6992.623848581565
526;;-675.0713544795561;6840.025504392068
527;;-536.4198130621968;6971.039263606176
528;;-625.1658213022121;6813.757776439337
529;;-602.80685669849;6964.553566862478
530;;-609.4155698334557;6923.335485860688
531;;-612.3073006415367;6926.744476510974
532;;-651.5150847847823;6888.999679936822
533;;-646.6356745621595;6884.563923141206
534;;-600.9761701268508;6953.721653479661
535;;-602.1179720269823;7012.68670804626
536;;-635.0743117284484;7119.675225561185
537;;-617.4322105656621;6878.5496660323315
538;;-631.4384145658765;6900.644305438788
539;;-642.3452989445182;6895.875650101041
540;;-583.5205907326393;6778.26831518841
541;;-568.5309296405283;6924.0630200923715
542;;-666.9943627196818;6936.545111534055
543;;-653.7092405411217;6892.518637950097
544;;-621.9978325836875;6947.8637267688
545;;-640.7390315514662;6787.354986192974
546;;-609.2462083340142;6790.724074480115
547;;-607.7031574899411;6994.007709542861
548;;-652.1584783306616;6907.631494513713
549;;-643.1915983353617;6917.182548441927
550;;-620.2391583194222;7004.413256519105
551;;-599.629386707873;6917.775775939747
552;;-618.0396576506639;6993.281659048948
553;;-568.5968468841926;6994.023272786338
554;;-645.4527850498303;6974.585889775478
555;;-602.137619068529;6972.308180930947
556;;-652.966848709901;6963.770623909691
557;;-629.5820363395908;6854.867226290915
558;;-660.3794089633948;6849.262512562234
559;;-559.4242056818393;7086.713314428472
560;;-645.7436616824943;6925.0420927210025
561;;-597.9455057925204;6945.794201190323
562;;-616.7606277404611;7091.386868544115
563;;-561.218490597262;6934.256997603642
564;;-584.7491584637082;6937.860348488393
565;;-586.5673117861334;6927.227603261226
566;;-600.5320648323017;6818.539124671942
567;;-583.5512019370678;7047.6791608575395
568;;-587.49356807412;6774.72876212148
569;;-616.3271922104714;7072.772977218294
570;;-653.8257665009387;6886.530338168666
571;;-666.216804073468;6873.984808939182
572;;-619.6987446909055;6996.424818785267
573;;-653.6079650687329;6946.928857778296
574;;-651.6915466337896;6941.637729083098
575;;-602.2866989998079;6983.350315067849
576;;-646.3765259049;7156.418698826608
577;;-561.5347594046534;6936.6343226397485
578;;-641.7242940945544;7099.532541019449
579;;-625.4542193474692;7011.81271785671
580;;-671.8245022257715;7017.246145549658
581;;-621.1340268063793;6947.7154834434095
582;;-639.2405761474462;7142.472835099827
583;;-659.5264459225359;7083.963890683479
584;;-674.4478917536786;6925.893270494287
585;;-634.6660710493603;6895.159696556577
586;;-630.2467077357255;7063.710165976265
587;;-607.9215187075381;6922.1817086458705
588;;-617.9976415112626;6944.414920558093
589;;-648.1923814742277;7017.400536968879
590;;-615.4637128823435;6922.064793154404
591;;-612.4521371297333;6833.289688311114
592;;-532.0563401486703;7009.863017096347
593;;-577.7783307050522;7001.964358832035
594;;-613.9221078097876;7100.483618362955
595;;-592.1466740368796;6928.051582254116
596;;-622.7451595532535;7043.819773873578
597;;-521.4537311713229;6985.8325239647775
598;;-573.8002601714825;6955.355052373523
599;;-567.8104141081963;7067.57010803765
600;;-661.9675046870709;
601;;-573.167530306959;
602;;-572.0977172687561;
603;;-588.245212340477;
604;;-612.8881401060016;
605;;-636.7782612834314;
606;;-726.4556672570303;
607;;-638.5119331462156;
608;;-592.7949079976772;
609;;-636.4510588255154;
610;;-728.6513184420545;
611;;-716.0928029820627;
612;;-774.02959662871;
613;;-752.0483367999558;
614;;-722.2781613712111;
615;;-650.3115388962135;
616;;-703.3794562238062;
617;;-588.1666926495698;
618;;-763.1969475414813;
619;;-731.2886269144929;
620;;-686.155366328068;
621;;-625.1921564735464;
622;;-695.3335703404912;
623;;-807.6007038735677;
624;;-664.9404762877756;
625;;-544.5223158196031;
626;;-585.8072570898938;
627;;-625.7335984800211;
628;;-679.0208816706274;
629;;-658.619963410872;
630;;-697.4652970826912;
631;;-640.3272774994433;
632;;-587.0535344202415;
633;;-686.8501830359619;
634;;-618.807997230981;
635;;-593.2353509966669;
636;;-675.5909563086693;
637;;-678.008141329327;
638;;-719.0137824026747;
639;;-724.6888321580348;
640;;-784.4887473775283;
641;;-822.7096874443243;
642;;-623.6970633977996;
643;;-678.412000621449;
644;;-747.0230369238119;
645;;-794.6693787741435;
646;;-680.222027452289;
647;;-548.0694636937919;
648;;-685.0951874919232;
649;;-707.8637233547572;
650;;-758.3340393040019;
651;;-674.2327886454204;
652;;-729.8072936869062;
653;;-709.6336816127513;
654;;-737.453232155304;
655;;-669.6569363072795;
656;;-765.8242516566742;
657;;-758.7819607330135;
658;;-661.0870116498375;
659;;-496.7115365194428;
660;;-730.500530109669;
661;;-783.2965733989921;
662;;-724.5702182903078;
663;;-829.1092943438082;
664;;-654.2590343722602;
665;;-636.7149216723556;
666;;-944.1924760839835;
667;;-625.0887951129635;
668;;-691.0546901267203;
669;;-628.7721144029708;
670;;-746.9837450225675;
671;;-806.7439070308972;
672;;-796.8238261643978;
673;;-797.5056828106466;
674;;-756.7885702905363;
675;;-811.3403346617613;
676;;-701.3919623048107;
677;;-814.578707440994;
678;;-771.9207050416536;
679;;-759.3073001443612;
680;;-772.6807237340388;
681;;-598.4687376468216;
682;;-658.6427315534312;
683;;-825.49973824937;
684;;-771.7260107200561;
685;;-775.0508778917837;
686;;-827.017516753683;
687;;-620.8879919016081;
688;;-664.6720049699734;
689;;-965.1998097918595;
690;;-738.4033353253373;
691;;-612.1966600698951;
692;;-713.9654211665065;
693;;-677.3355621135737;
694;;-670.3198869352544;
695;;-661.0847010624266;
696;;-555.4195569331723;
697;;-841.800318172062;
698;;-739.7760987517025;
699;;-720.2620533550775;
700;;-747.8558015004135;
701;;-777.7757236560055;
702;;-860.3445401958213;
703;;-807.0205148904236;
704;;-662.443795490267;
705;;-861.4216203219873;
706;;-742.3200557653615;
707;;-670.3092307804047;
708;;-832.9128092681676;
709;;-905.0365063724155;
710;;-768.0671689096773;
711;;-960.2877780987153;
712;;-676.9906066030895;
713;;-792.3672195424366;
714;;-823.3080513908441;
715;;-642.9236539740047;
716;;-756.4918340972907;
717;;-904.208065729601;
718;;-831.232692528018;
719;;-842.6392592968559;
720;;-855.066211688986;
721;;-880.933274993227;
722;;-798.3528360523209;
723;;-760.4496743384464;
724;;-726.9777518498047;
725;;-924.0354381215413;
726;;-664.7458246751032;
727;;-854.7247693589004;
728;;-824.3299773462986;
729;;-699.6599182307702;
730;;-778.1751502964069;
731;;-878.6802341133676;
732;;-687.1808354163619;
733;;-750.0106201169413;
734;;-743.1897143086492;
735;;-806.1176810228793;
736;;-825.9835246193092;
737;;-646.9776272206805;
738;;-922.8676190731272;
739;;-764.7291483968988;
740;;-699.7353964777668;
741;;-943.3306433698269;
742;;-757.9308548071098;
743;;-914.4821138558727;
744;;-737.0684414795857;
745;;-540.9019285748827;
746;;-738.4164576787776;
747;;-831.7513325325717;
748;;-858.0676949669366;
749;;-738.7303943610134;
750;;-865.1571537187341;
751;;-675.626939187175;
752;;-671.8273180888062;
753;;-952.2470356376191;
754;;-962.3082974727856;
755;;-691.631361179403;
756;;-740.5560254038994;
757;;-637.3552481279091;
758;;-832.6044849613438;
759;;-648.0685808976626;
760;;-888.1319779658746;
761;;-890.8356028680253;
762;;-808.3461226713422;
763;;-776.3431246920873;
764;;-767.2522774729148;
765;;-707.8879197413819;
766;;-700.6038802244732;
767;;-799.5420700370041;
768;;-720.3353894867205;
769;;-818.8215972833553;
770;;-754.7944943612519;
771;;-747.9592028518373;
772;;-768.7327546761358;
773;;-834.192632594214;
774;;-844.4034553220051;
775;;-785.9958684150454;
776;;-763.9307320027625;
777;;-746.5435228256359;
778;;-666.0384014107665;
779;;-754.804544008318;
780;;-668.4226237798821;
781;;-809.2543690817854;
782;;-788.7485889858624;
783;;-688.6849069482441;
784;;-828.631129421382;
785;;-683.7370675867082;
786;;-624.2935958632996;
787;;-810.2814772758585;
788;;-733.117946657637;
789;;-667.1010228125026;
790;;-717.8318536828032;
791;;-759.2062819162929;
792;;-787.7686008444026;
793;;-779.1549151847728;
794;;-722.5087958419173;
795;;-826.4742365427352;
796;;-764.7738643791897;
797;;-622.3867300395199;
798;;-752.613254619459;
799;;-856.5603321338074;
800;;-694.1396012639559;
801;;-744.4408501216992;
802;;-666.5570529134577;
803;;-738.0711072878973;
804;;-865.0238387807997;
805;;-752.9643304879852;
806;;-666.8437219711006;
807;;-800.7311276094284;
808;;-765.596724283823;
809;;-695.8469106667262;
810;;-817.6052560730309;
811;;-684.8575643859018;
812;;-684.999188377333;
813;;-766.1262467313175;
814;;-602.2337475827626;
815;;-823.7325820015454;
816;;-723.0749105169605;
817;;-592.1092243772648;
818;;-762.3415464494325;
819;;-669.091413620006;
820;;-739.1937565879635;
821;;-771.0294221994599;
822;;-770.7887190924773;
823;;-687.9039692388454;
824;;-705.0263315672993;
825;;-707.9442980935904;
826;;-591.7353323858472;
827;;-823.492046576659;
828;;-669.7031378598433;
829;;-744.8583899294458;
830;;-809.8169791056756;
831;;-654.8444634672078;
832;;-762.8099923202906;
833;;-780.5603670083101;
834;;-627.1266328652148;
835;;-686.7514230547329;
836;;-786.5096302465827;
837;;-787.6629784730252;
838;;-592.6365899467334;
839;;-655.0683186390279;
840;;-574.4487429004896;
841;;-775.1881082915703;
842;;-665.3781343217458;
843;;-656.7706705557111;
844;;-869.4366785451259;
845;;-726.1360354914248;
846;;-851.3728543893412;
847;;-591.4314459731007;
848;;-864.5298194892297;
849;;-661.2955176683934;
850;;-802.772725457386;
851;;-742.3316159076346;
852;;-781.5731702804358;
853;;-738.1543499430502;
854;;-736.8322471353938;
855;;-645.504063885802;
856;;-657.6138671132364;
857;;-732.2640061937683;
858;;-802.4863552459976;
859;;-733.361557446466;
860;;-763.1029652597415;
861;;-668.4674030944985;
862;;-808.2202499218718;
863;;-663.717316971289;
864;;-842.568943968274;
865;;-746.7077412197215;
866;;-755.5937895653168;
867;;-659.0783784656114;
868;;-697.647413498052;
869;;-776.5511222677663;
870;;-642.5364525256;
871;;-770.2646084867545;
872;;-836.982462469488;
873;;-752.0458412955833;
874;;-591.9324945061659;
875;;-654.2559433790329;
876;;-818.733618948066;
877;;-879.8502405579333;
878;;-674.4244900744109;
879;;-670.8551965004792;
880;;-789.0864515317801;
881;;-789.9782394238566;
882;;-749.6655159799566;
883;;-710.7658774260213;
884;;-771.3752017871795;
885;;-579.7468832647033;
886;;-717.49949420388;
887;;-653.9768537190744;
888;;-734.2601842614431;
889;;-686.2365485027478;
890;;-593.2792719650695;
891;;-691.6383421246776;
892;;-752.8354030288157;
893;;-619.9466919665008;
894;;-625.6486114777548;
895;;-669.5580318749273;
896;;-642.4383143001154;
897;;-680.1687460938012;
898;;-802.5624231040188;
899;;-800.9120894296286;
900;;-666.551878711478;
901;;-680.7345542375723;
902;;-724.3632426772848;
903;;-713.2960948314842;
904;;-716.3620380293196;
905;;-704.0366347968813;
906;;-671.4978639691599;
907;;-635.8112164650616;
908;;-611.4831986388039;
909;;-600.6599400435955;
910;;-637.540132557595;
911;;-590.2249132020888;
912;;-660.8674596616482;
913;;-635.1099066736158;
914;;-593.9183687011983;
915;;-569.0777337607776;
916;;-635.1800772487475;
917;;-544.7042741744708;
918;;-646.5325678266441;
919;;-580.5329477860347;
920;;-539.6661308350948;
921;;-573.8470446164403;
922;;-588.8563005116408;
923;;-558.438439981823;
924;;-556.1743519071431;
925;;-529.0009007024237;
926;;-534.9144300077021;
927;;-582.0863084093244;
928;;-573.7886883479603;
929;;-540.6866028196487;
930;;-545.2210854082039;
931;;-583.0031376871699;
932;;-531.2151227359597;
933;;-579.7672990689395;
934;;-640.9407128816541;
935;;-510.49421997517527;
936;;-636.7945560052314;
937;;-600.0733964050982;
938;;-652.0257613322228;
939;;-640.5036626160108;
940;;-582.0871341277204;
941;;-688.0371597578668;
942;;-746.612562742734;
943;;-650.085374268219;
944;;-738.2042006070136;
945;;-580.7250280314701;
946;;-540.7180842077785;
947;;-510.6650311989673;
948;;-572.7650762843446;
949;;-584.1231429417543;
950;;-616.255864371135;
951;;-562.3644857634753;
952;;-514.8081782071192;
953;;-734.5064763285569;
954;;-636.9329250985492;
955;;-559.8979246696072;
956;;-569.3169376396389;
957;;-602.3890475459726;
958;;-541.2199145935161;
959;;-616.119146317121;
960;;-580.7821395864864;
961;;-666.8312908985266;
962;;-530.7428412689535;
963;;-567.7848481351941;
964;;-456.16652365678476;
965;;-605.8859457136908;
966;;-640.970395327107;
967;;-688.092877329092;
968;;-369.1610061661624;
969;;-595.0469534805063;
970;;-794.7998684892962;
971;;-689.9151437283305;
972;;-900.9448814247642;
973;;-494.9021426108138;
974;;-655.1808661142727;
975;;-670.796549759878;
976;;-729.8165876253108;
977;;-666.3757821189629;
978;;-612.8768210865271;
979;;-618.3124031576152;
980;;-684.4668155689263;
981;;-672.2259856555163;
982;;-747.5179676516177;
983;;-705.248702685579;
984;;-569.0367379336644;
985;;-676.4973272791071;
986;;-799.2488796932822;
987;;-755.7678974894483;
988;;-612.0445367444418;
989;;-777.5842997064656;
990;;-726.6052589125732;
991;;-577.5296896179327;
992;;-766.5182115912569;
993;;-709.1461804325833;
994;;-756.7493655141077;
995;;-731.0975212784518;
996;;-688.796691774878;
997;;-733.2583973846856;
998;;-752.6515881030597;
999;;-606.4056961392239;
