"epoch","num_critics: 20 - _step","num_critics: 20 - _step__MIN","num_critics: 20 - _step__MAX","num_critics: 20 - eval/reward_mean","num_critics: 20 - eval/reward_mean__MIN","num_critics: 20 - eval/reward_mean__MAX","num_critics: 10 - _step","num_critics: 10 - _step__MIN","num_critics: 10 - _step__MAX","num_critics: 10 - eval/reward_mean","num_critics: 10 - eval/reward_mean__MIN","num_critics: 10 - eval/reward_mean__MAX"
"394","394","394","394","8038.822728679782","8038.822728679782","8038.822728679782","394","394","394","5778.275602036312","5778.275602036312","5778.275602036312"
"395","395","395","395","7998.990639591515","7998.990639591515","7998.990639591515","395","395","395","5992.358838996127","5992.358838996127","5992.358838996127"
"396","396","396","396","8370.28076387013","8370.28076387013","8370.28076387013","396","396","396","5575.600447838015","5575.600447838015","5575.600447838015"
"397","397","397","397","8056.808146797468","8056.808146797468","8056.808146797468","397","397","397","5843.8454701609235","5843.8454701609235","5843.8454701609235"
"398","398","398","398","8168.524614787643","8168.524614787643","8168.524614787643","398","398","398","5924.592755993966","5924.592755993966","5924.592755993966"
"399","399","399","399","8222.203050914812","8222.203050914812","8222.203050914812","399","399","399","5804.658246781355","5804.658246781355","5804.658246781355"
"400","400","400","400","8169.219298570558","8169.219298570558","8169.219298570558","400","400","400","5820.50300628655","5820.50300628655","5820.50300628655"
"401","401","401","401","8111.476589668293","8111.476589668293","8111.476589668293","401","401","401","5798.720141687161","5798.720141687161","5798.720141687161"
"402","402","402","402","8060.785196309114","8060.785196309114","8060.785196309114","402","402","402","6060.488520240961","6060.488520240961","6060.488520240961"
"403","403","403","403","8115.355489710836","8115.355489710836","8115.355489710836","403","403","403","5755.008040037684","5755.008040037684","5755.008040037684"
"404","404","404","404","8252.621567114295","8252.621567114295","8252.621567114295","404","404","404","5610.496435547231","5610.496435547231","5610.496435547231"
"405","405","405","405","8152.126646099688","8152.126646099688","8152.126646099688","405","405","405","5834.889780446857","5834.889780446857","5834.889780446857"
"406","406","406","406","7866.629961283504","7866.629961283504","7866.629961283504","406","406","406","5910.701940307621","5910.701940307621","5910.701940307621"
"407","407","407","407","8018.0325777861","8018.0325777861","8018.0325777861","407","407","407","5744.507698554384","5744.507698554384","5744.507698554384"
"408","408","408","408","8080.525189924781","8080.525189924781","8080.525189924781","408","408","408","5913.718347399989","5913.718347399989","5913.718347399989"
"409","409","409","409","8139.795801849779","8139.795801849779","8139.795801849779","409","409","409","5795.787225250375","5795.787225250375","5795.787225250375"
"410","410","410","410","8246.867187202879","8246.867187202879","8246.867187202879","410","410","410","5978.506793411221","5978.506793411221","5978.506793411221"
"411","411","411","411","8271.199208136075","8271.199208136075","8271.199208136075","411","411","411","5874.579706010918","5874.579706010918","5874.579706010918"
"412","412","412","412","8265.871423901237","8265.871423901237","8265.871423901237","412","412","412","5971.188654789923","5971.188654789923","5971.188654789923"
"413","413","413","413","8266.835895269693","8266.835895269693","8266.835895269693","413","413","413","5862.255220810334","5862.255220810334","5862.255220810334"
"414","414","414","414","8230.270111950094","8230.270111950094","8230.270111950094","414","414","414","5790.575834254312","5790.575834254312","5790.575834254312"
"415","415","415","415","8063.171394315565","8063.171394315565","8063.171394315565","415","415","415","5779.566342937776","5779.566342937776","5779.566342937776"
"416","416","416","416","8367.218246810622","8367.218246810622","8367.218246810622","416","416","416","5988.500331290453","5988.500331290453","5988.500331290453"
"417","417","417","417","8322.675537826717","8322.675537826717","8322.675537826717","417","417","417","6117.015852995055","6117.015852995055","6117.015852995055"
"418","418","418","418","8342.14406695213","8342.14406695213","8342.14406695213","418","418","418","6051.914777047439","6051.914777047439","6051.914777047439"
"419","419","419","419","7848.708620190462","7848.708620190462","7848.708620190462","419","419","419","6122.710016690061","6122.710016690061","6122.710016690061"
"420","420","420","420","8003.909584142311","8003.909584142311","8003.909584142311","420","420","420","5842.215191963586","5842.215191963586","5842.215191963586"
"421","421","421","421","8482.631823657248","8482.631823657248","8482.631823657248","421","421","421","6087.029761876593","6087.029761876593","6087.029761876593"
"422","422","422","422","8115.563344837146","8115.563344837146","8115.563344837146","422","422","422","5799.354233526925","5799.354233526925","5799.354233526925"
"423","423","423","423","8281.714571057946","8281.714571057946","8281.714571057946","423","423","423","5915.188908539805","5915.188908539805","5915.188908539805"
"424","424","424","424","8346.55551424187","8346.55551424187","8346.55551424187","424","424","424","5863.182985183781","5863.182985183781","5863.182985183781"
"425","425","425","425","8260.609359737902","8260.609359737902","8260.609359737902","425","425","425","5922.676573675917","5922.676573675917","5922.676573675917"
"426","426","426","426","8163.183256871719","8163.183256871719","8163.183256871719","426","426","426","5875.468585562194","5875.468585562194","5875.468585562194"
"427","427","427","427","8121.477678023504","8121.477678023504","8121.477678023504","427","427","427","5838.3727653697815","5838.3727653697815","5838.3727653697815"
"428","428","428","428","8051.71081679473","8051.71081679473","8051.71081679473","428","428","428","6028.797388802392","6028.797388802392","6028.797388802392"
"429","429","429","429","8035.116269322374","8035.116269322374","8035.116269322374","429","429","429","6023.579264056774","6023.579264056774","6023.579264056774"
"430","430","430","430","7963.313772687825","7963.313772687825","7963.313772687825","430","430","430","6018.679286246615","6018.679286246615","6018.679286246615"
"431","431","431","431","8246.787585144008","8246.787585144008","8246.787585144008","431","431","431","5884.817225449745","5884.817225449745","5884.817225449745"
"432","432","432","432","8050.632900805863","8050.632900805863","8050.632900805863","432","432","432","5944.206343770313","5944.206343770313","5944.206343770313"
"433","433","433","433","8083.288179330348","8083.288179330348","8083.288179330348","433","433","433","5874.719980360814","5874.719980360814","5874.719980360814"
"434","434","434","434","8066.73862413152","8066.73862413152","8066.73862413152","434","434","434","5735.122425419412","5735.122425419412","5735.122425419412"
"435","435","435","435","8103.493256609164","8103.493256609164","8103.493256609164","435","435","435","5780.451769745328","5780.451769745328","5780.451769745328"
"436","436","436","436","8431.778056721825","8431.778056721825","8431.778056721825","436","436","436","5814.412247376263","5814.412247376263","5814.412247376263"
"437","437","437","437","8339.013280933545","8339.013280933545","8339.013280933545","437","437","437","6104.631802831775","6104.631802831775","6104.631802831775"
"438","438","438","438","8415.59864841068","8415.59864841068","8415.59864841068","438","438","438","5923.105223807823","5923.105223807823","5923.105223807823"
"439","439","439","439","8127.686636204393","8127.686636204393","8127.686636204393","439","439","439","6251.436799638569","6251.436799638569","6251.436799638569"
"440","440","440","440","8207.698560240422","8207.698560240422","8207.698560240422","440","440","440","5946.036328123798","5946.036328123798","5946.036328123798"
"441","441","441","441","8341.111893392575","8341.111893392575","8341.111893392575","441","441","441","6090.765760855977","6090.765760855977","6090.765760855977"
"442","442","442","442","8031.083276336346","8031.083276336346","8031.083276336346","442","442","442","5890.084817981542","5890.084817981542","5890.084817981542"
"443","443","443","443","8089.801014876262","8089.801014876262","8089.801014876262","443","443","443","5860.889766667092","5860.889766667092","5860.889766667092"
"444","444","444","444","8243.314412814841","8243.314412814841","8243.314412814841","444","444","444","5903.220142848548","5903.220142848548","5903.220142848548"
"445","445","445","445","8328.06336923409","8328.06336923409","8328.06336923409","445","445","445","6090.200900755626","6090.200900755626","6090.200900755626"
"446","446","446","446","8358.044701760307","8358.044701760307","8358.044701760307","446","446","446","5929.319673251519","5929.319673251519","5929.319673251519"
"447","447","447","447","8353.26513005538","8353.26513005538","8353.26513005538","447","447","447","6140.281856300289","6140.281856300289","6140.281856300289"
"448","448","448","448","8307.68886193662","8307.68886193662","8307.68886193662","448","448","448","5890.885258836169","5890.885258836169","5890.885258836169"
"449","449","449","449","8529.433139381643","8529.433139381643","8529.433139381643","449","449","449","5884.833521545717","5884.833521545717","5884.833521545717"
"450","450","450","450","8207.595769118303","8207.595769118303","8207.595769118303","450","450","450","5943.138679772164","5943.138679772164","5943.138679772164"
"451","451","451","451","8410.46110636199","8410.46110636199","8410.46110636199","451","451","451","6014.926177485928","6014.926177485928","6014.926177485928"
"452","452","452","452","8444.51920915388","8444.51920915388","8444.51920915388","452","452","452","5993.909114344895","5993.909114344895","5993.909114344895"
"453","453","453","453","8233.517564996782","8233.517564996782","8233.517564996782","453","453","453","5943.328967507494","5943.328967507494","5943.328967507494"
"454","454","454","454","8064.133549090754","8064.133549090754","8064.133549090754","454","454","454","6070.818605749645","6070.818605749645","6070.818605749645"
"455","455","455","455","8193.650171697283","8193.650171697283","8193.650171697283","455","455","455","5936.598682885","5936.598682885","5936.598682885"
"456","456","456","456","8075.444300890599","8075.444300890599","8075.444300890599","456","456","456","6205.23584873669","6205.23584873669","6205.23584873669"
"457","457","457","457","8174.221580779309","8174.221580779309","8174.221580779309","457","457","457","5864.499744448396","5864.499744448396","5864.499744448396"
"458","458","458","458","8140.906160734424","8140.906160734424","8140.906160734424","458","458","458","6030.045098394084","6030.045098394084","6030.045098394084"
"459","459","459","459","8177.047295910199","8177.047295910199","8177.047295910199","459","459","459","6161.49379918112","6161.49379918112","6161.49379918112"
"460","460","460","460","8142.452381339518","8142.452381339518","8142.452381339518","460","460","460","6102.563724176364","6102.563724176364","6102.563724176364"
"461","461","461","461","8356.189905339825","8356.189905339825","8356.189905339825","461","461","461","6140.927553005544","6140.927553005544","6140.927553005544"
"462","462","462","462","7970.588695914083","7970.588695914083","7970.588695914083","462","462","462","5879.9587194055475","5879.9587194055475","5879.9587194055475"
"463","463","463","463","8395.985711059631","8395.985711059631","8395.985711059631","463","463","463","5899.774163224661","5899.774163224661","5899.774163224661"
"464","464","464","464","8105.823174333555","8105.823174333555","8105.823174333555","464","464","464","6013.036206597104","6013.036206597104","6013.036206597104"
"465","465","465","465","8100.799748823831","8100.799748823831","8100.799748823831","465","465","465","5835.170525583766","5835.170525583766","5835.170525583766"
"466","466","466","466","8285.543095416435","8285.543095416435","8285.543095416435","466","466","466","5961.856748246675","5961.856748246675","5961.856748246675"
"467","467","467","467","8487.921651718301","8487.921651718301","8487.921651718301","467","467","467","6109.910610105357","6109.910610105357","6109.910610105357"
"468","468","468","468","8396.33912027446","8396.33912027446","8396.33912027446","468","468","468","5807.178929904914","5807.178929904914","5807.178929904914"
"469","469","469","469","8358.310962121792","8358.310962121792","8358.310962121792","469","469","469","6102.351674084275","6102.351674084275","6102.351674084275"
"470","470","470","470","8244.736448917465","8244.736448917465","8244.736448917465","470","470","470","6051.959223289924","6051.959223289924","6051.959223289924"
"471","471","471","471","8402.083876419856","8402.083876419856","8402.083876419856","471","471","471","6199.931664722431","6199.931664722431","6199.931664722431"
"472","472","472","472","8427.991956945285","8427.991956945285","8427.991956945285","472","472","472","5956.589375919239","5956.589375919239","5956.589375919239"
"473","473","473","473","8147.347263271193","8147.347263271193","8147.347263271193","473","473","473","5846.8362239454855","5846.8362239454855","5846.8362239454855"
"474","474","474","474","8248.53440403621","8248.53440403621","8248.53440403621","474","474","474","5841.956920184919","5841.956920184919","5841.956920184919"
"475","475","475","475","8356.22136757791","8356.22136757791","8356.22136757791","475","475","475","6048.382570044336","6048.382570044336","6048.382570044336"
"476","476","476","476","8531.218169632548","8531.218169632548","8531.218169632548","476","476","476","6146.826314601566","6146.826314601566","6146.826314601566"
"477","477","477","477","8526.880946810434","8526.880946810434","8526.880946810434","477","477","477","5722.519136824807","5722.519136824807","5722.519136824807"
"478","478","478","478","8422.697534339368","8422.697534339368","8422.697534339368","478","478","478","6096.784931281703","6096.784931281703","6096.784931281703"
"479","479","479","479","8398.38987135484","8398.38987135484","8398.38987135484","479","479","479","6105.785744596424","6105.785744596424","6105.785744596424"
"480","480","480","480","8249.455020850808","8249.455020850808","8249.455020850808","480","480","480","6231.5205148549285","6231.5205148549285","6231.5205148549285"
"481","481","481","481","8322.80441076316","8322.80441076316","8322.80441076316","481","481","481","6012.73636514873","6012.73636514873","6012.73636514873"
"482","482","482","482","8412.90195744419","8412.90195744419","8412.90195744419","482","482","482","6111.5428699021795","6111.5428699021795","6111.5428699021795"
"483","483","483","483","8331.27812784374","8331.27812784374","8331.27812784374","483","483","483","6317.842653393638","6317.842653393638","6317.842653393638"
"484","484","484","484","8004.277163305295","8004.277163305295","8004.277163305295","484","484","484","6128.743354182001","6128.743354182001","6128.743354182001"
"485","485","485","485","8272.575408727687","8272.575408727687","8272.575408727687","485","485","485","6090.347573838512","6090.347573838512","6090.347573838512"
"486","486","486","486","8310.831982959298","8310.831982959298","8310.831982959298","486","486","486","6061.164084564913","6061.164084564913","6061.164084564913"
"487","487","487","487","8448.070080816744","8448.070080816744","8448.070080816744","487","487","487","6031.814372037942","6031.814372037942","6031.814372037942"
"488","488","488","488","8391.298903311212","8391.298903311212","8391.298903311212","488","488","488","5807.09120081547","5807.09120081547","5807.09120081547"
"489","489","489","489","8432.270267844455","8432.270267844455","8432.270267844455","489","489","489","5910.848608341385","5910.848608341385","5910.848608341385"
"490","490","490","490","8226.883024149234","8226.883024149234","8226.883024149234","490","490","490","6100.339782432562","6100.339782432562","6100.339782432562"
"491","491","491","491","8500.987120931333","8500.987120931333","8500.987120931333","491","491","491","5830.667065459689","5830.667065459689","5830.667065459689"
"492","492","492","492","8280.623087411534","8280.623087411534","8280.623087411534","492","492","492","6043.8857250991805","6043.8857250991805","6043.8857250991805"
"493","493","493","493","8476.165144819011","8476.165144819011","8476.165144819011","493","493","493","5724.307609951358","5724.307609951358","5724.307609951358"
"494","494","494","494","8386.356901246105","8386.356901246105","8386.356901246105","494","494","494","6073.175830889129","6073.175830889129","6073.175830889129"
"495","495","495","495","8241.778835744602","8241.778835744602","8241.778835744602","495","495","495","6227.928954658072","6227.928954658072","6227.928954658072"
"496","496","496","496","8038.829035746137","8038.829035746137","8038.829035746137","496","496","496","6048.2573461189895","6048.2573461189895","6048.2573461189895"
"497","497","497","497","8245.367116859119","8245.367116859119","8245.367116859119","497","497","497","6014.843739950855","6014.843739950855","6014.843739950855"
"498","498","498","498","8286.230141998454","8286.230141998454","8286.230141998454","498","498","498","6198.286822896241","6198.286822896241","6198.286822896241"
"499","499","499","499","8181.6774504733285","8181.6774504733285","8181.6774504733285","499","499","499","6063.036382613464","6063.036382613464","6063.036382613464"
